MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal,San Diego,San Francisco,Los Angeles,San Jose,Fresno,Sacramento
1.0972,48.0,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27,1.045,733.5516274857764,14.48553831851408,554.7109631834887,64.29355340645644,250.98959527902204,107.59677286914906
1.4103,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28,1.039,734.1247202571958,13.694455857080898,555.2989291022701,64.76127251993087,251.76410835656398,108.14920708397628
3.48,52.0,4.757281553398058,1.0679611650485437,689.0,2.2297734627831716,37.83,-122.26,1.914,732.9792076075842,15.286181141973417,554.1238333823727,63.83457133178324,250.215811637926,107.04861923259509
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,1.76,732.9792076075842,15.286181141973417,554.1238333823727,63.83457133178324,250.215811637926,107.04861923259509
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.3949367088607594,37.83,-122.26,1.554,732.9792076075842,15.286181141973417,554.1238333823727,63.83457133178324,250.215811637926,107.04861923259509
1.2852,51.0,3.7590361445783134,1.248995983935743,517.0,2.076305220883534,37.83,-122.26,1.5,732.9792076075842,15.286181141973417,554.1238333823727,63.83457133178324,250.215811637926,107.04861923259509
1.025,49.0,3.7724867724867726,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26,1.188,733.8232514662566,15.763967284619216,554.9517576079999,64.78856281131532,250.74457247832447,106.17990889958165
3.9643,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26,1.888,733.8232514662566,15.763967284619216,554.9517576079999,64.78856281131532,250.74457247832447,106.17990889958165
3.0125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,1.844,732.9792076075842,15.286181141973417,554.1238333823727,63.83457133178324,250.215811637926,107.04861923259509
2.6768,52.0,4.335078534031414,1.0994764397905759,718.0,1.8795811518324608,37.83,-122.26,1.823,732.9792076075842,15.286181141973417,554.1238333823727,63.83457133178324,250.215811637926,107.04861923259509
2.026,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,1.425,732.9792076075842,15.286181141973417,554.1238333823727,63.83457133178324,250.215811637926,107.04861923259509
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,1.375,732.7090297685754,14.052228262647098,553.8849862360163,63.351688343972306,250.46639039620067,108.4656082124416
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,1.875,732.1358763279153,14.876318819394843,553.2969024408773,62.885769163181756,249.69088096314613,107.9217933398381
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,1.125,732.7090297685754,14.052228262647098,553.8849862360163,63.351688343972306,250.46639039620067,108.4656082124416
0.9218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27,1.719,732.7090297685754,14.052228262647098,553.8849862360163,63.351688343972306,250.46639039620067,108.4656082124416
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,0.938,732.7090297685754,14.052228262647098,553.8849862360163,63.351688343972306,250.46639039620067,108.4656082124416
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,0.975,732.7090297685754,14.052228262647098,553.8849862360163,63.351688343972306,250.46639039620067,108.4656082124416
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,1.042,732.7090297685754,14.052228262647098,553.8849862360163,63.351688343972306,250.46639039620067,108.4656082124416
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,0.875,733.2828558753926,13.235157731428849,554.4739055633493,63.826373661259716,251.2426205563917,109.0137141325693
1.4113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,0.831,733.2828558753926,13.235157731428849,554.4739055633493,63.826373661259716,251.2426205563917,109.0137141325693
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,0.875,733.2828558753926,13.235157731428849,554.4739055633493,63.826373661259716,251.2426205563917,109.0137141325693
0.8172,52.0,6.102459016393443,1.3729508196721312,728.0,2.9836065573770494,37.82,-122.28,0.853,733.2828558753926,13.235157731428849,554.4739055633493,63.826373661259716,251.2426205563917,109.0137141325693
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,0.803,733.2828558753926,13.235157731428849,554.4739055633493,63.826373661259716,251.2426205563917,109.0137141325693
2.5625,2.0,2.7719298245614037,0.7543859649122807,94.0,1.6491228070175439,37.82,-122.29,0.6,733.857353064581,12.426492061807846,555.063657757205,64.30963099494394,252.019564775475,109.56604669579839
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,0.757,734.6984843413522,12.91469073162587,555.8877284794376,65.23754074721194,252.53934415060087,108.70585661006858
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29,0.75,733.857353064581,12.426492061807846,555.063657757205,64.30963099494394,252.019564775475,109.56604669579839
0.9011,50.0,6.229508196721311,1.5573770491803278,377.0,3.0901639344262297,37.81,-122.29,0.861,733.0169401689824,12.021606920305386,554.2405900761905,63.38764383648728,251.5036253563689,110.43073250221636
1.191,52.0,7.69811320754717,1.490566037735849,521.0,3.2767295597484276,37.81,-122.3,0.761,733.5928408347035,11.194139563155582,554.8321264419016,63.88644400523529,252.28297197538197,110.98296748324103
2.5938,48.0,6.225563909774436,1.368421052631579,392.0,2.9473684210526314,37.81,-122.3,0.735,733.5928408347035,11.194139563155582,554.8321264419016,63.88644400523529,252.28297197538197,110.98296748324103
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,0.784,733.5928408347035,11.194139563155582,554.8321264419016,63.88644400523529,252.28297197538197,110.98296748324103
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,0.844,733.5928408347035,11.194139563155582,554.8321264419016,63.88644400523529,252.28297197538197,110.98296748324103
2.6094,52.0,6.98639455782313,1.6598639455782314,492.0,3.3469387755102042,37.8,-122.29,0.813,732.1772481283274,11.708681422176552,553.4185299117139,62.47184149719473,250.99154957358388,111.29980924790168
1.8516,52.0,6.975609756097561,1.329268292682927,274.0,3.341463414634146,37.81,-122.3,0.85,733.5928408347035,11.194139563155582,554.8321264419016,63.88644400523529,252.28297197538197,110.98296748324103
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,1.292,733.0169401689824,12.021606920305386,554.2405900761905,63.38764383648728,251.5036253563689,110.43073250221636
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,0.825,733.0169401689824,12.021606920305386,554.2405900761905,63.38764383648728,251.5036253563689,110.43073250221636
0.7286,46.0,3.375451263537906,1.0722021660649819,582.0,2.101083032490975,37.81,-122.29,0.952,733.0169401689824,12.021606920305386,554.2405900761905,63.38764383648728,251.5036253563689,110.43073250221636
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.6842105263157894,37.81,-122.29,0.75,733.0169401689824,12.021606920305386,554.2405900761905,63.38764383648728,251.5036253563689,110.43073250221636
0.4999,46.0,1.7142857142857142,0.5714285714285714,18.0,2.5714285714285716,37.81,-122.29,0.675,733.0169401689824,12.021606920305386,554.2405900761905,63.38764383648728,251.5036253563689,110.43073250221636
2.483,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,1.375,733.0169401689824,12.021606920305386,554.2405900761905,63.38764383648728,251.5036253563689,110.43073250221636
0.9241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.7357630979498861,37.81,-122.28,1.775,732.4417087668904,12.855875638163116,553.6498833103672,62.897236575482594,250.7249775585546,109.88267157610284
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.4282907662082516,37.81,-122.28,1.021,732.4417087668904,12.855875638163116,553.6498833103672,62.897236575482594,250.7249775585546,109.88267157610284
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.4830917874396135,37.81,-122.28,1.083,732.4417087668904,12.855875638163116,553.6498833103672,62.897236575482594,250.7249775585546,109.88267157610284
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,1.125,733.0169401689824,12.021606920305386,554.2405900761905,63.38764383648728,251.5036253563689,110.43073250221636
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,1.313,731.6012814057492,12.563858323217397,552.8268668207801,61.97412041051606,250.21120322571923,110.75597466532062
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861593,37.81,-122.28,1.625,732.4417087668904,12.855875638163116,553.6498833103672,62.897236575482594,250.7249775585546,109.88267157610284
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,1.125,731.8671482123829,13.69570285727366,553.0600088088673,62.41542006113679,249.94703512169627,109.33884747869567
1.5208,52.0,3.9080459770114944,1.1149425287356323,200.0,2.2988505747126435,37.81,-122.28,1.125,732.4417087668904,12.855875638163116,553.6498833103672,62.897236575482594,250.7249775585546,109.88267157610284
0.8075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28,1.375,732.4417087668904,12.855875638163116,553.6498833103672,62.897236575482594,250.7249775585546,109.88267157610284
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.7633136094674557,37.81,-122.28,1.188,732.4417087668904,12.855875638163116,553.6498833103672,62.897236575482594,250.7249775585546,109.88267157610284
2.4083,52.0,6.721739130434782,1.2434782608695651,377.0,3.2782608695652176,37.81,-122.28,0.982,732.4417087668904,12.855875638163116,553.6498833103672,62.897236575482594,250.7249775585546,109.88267157610284
0.977,40.0,2.3157894736842106,1.186842105263158,582.0,1.5315789473684212,37.81,-122.27,1.188,731.8671482123829,13.69570285727366,553.0600088088673,62.41542006113679,249.94703512169627,109.33884747869567
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454545,37.81,-122.27,1.625,731.8671482123829,13.69570285727366,553.0600088088673,62.41542006113679,249.94703512169627,109.33884747869567
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,1.375,731.0259852915241,13.422082297643836,552.2360353815716,61.48500423483685,249.43155350196403,110.21638599173446
1.2434,52.0,2.929411764705882,0.9176470588235294,396.0,4.658823529411765,37.8,-122.27,5.00001,731.0259852915241,13.422082297643836,552.2360353815716,61.48500423483685,249.43155350196403,110.21638599173446
2.0938,16.0,2.74585635359116,1.0828729281767955,800.0,2.2099447513812156,37.8,-122.27,1.625,731.0259852915241,13.422082297643836,552.2360353815716,61.48500423483685,249.43155350196403,110.21638599173446
0.8668,52.0,2.4431818181818183,0.9886363636363636,904.0,10.272727272727273,37.8,-122.28,1.375,731.6012814057492,12.563858323217397,552.8268668207801,61.97412041051606,250.21120322571923,110.75597466532062
0.75,52.0,2.823529411764706,0.9117647058823529,191.0,5.617647058823529,37.8,-122.28,1.625,731.6012814057492,12.563858323217397,552.8268668207801,61.97412041051606,250.21120322571923,110.75597466532062
2.6354,27.0,3.493377483443709,1.1490066225165563,718.0,2.377483443708609,37.79,-122.27,1.875,730.1855434896105,13.236508924014593,551.4130704549665,60.56071060581448,248.9199696025507,111.09812187531806
1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,37.8,-122.27,1.792,731.0259852915241,13.422082297643836,552.2360353815716,61.48500423483685,249.43155350196403,110.21638599173446
2.0096,36.0,2.294016358157555,1.066293585880327,3469.0,1.493327593628928,37.8,-122.26,1.3,730.45136137602,14.282804070192228,551.6460382724929,61.004699950387064,248.65260696386457,109.68110589818775
2.8345,31.0,3.8949152542372882,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,1.838,732.1358763279153,14.876318819394843,553.2969024408773,62.885769163181756,249.69088096314613,107.9217933398381
2.0062,29.0,3.681318681318681,1.1758241758241759,202.0,2.21978021978022,37.81,-122.26,1.25,731.2932600925379,14.54012543562495,552.4709692437378,61.94239476766356,249.16980466123476,108.79932374867131
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,1.7,732.1358763279153,14.876318819394843,553.2969024408773,62.885769163181756,249.69088096314613,107.9217933398381
2.6104,37.0,3.7071428571428573,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,1.931,732.1358763279153,14.876318819394843,553.2969024408773,62.885769163181756,249.69088096314613,107.9217933398381
2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,2.578,730.7200459975548,15.38838688550855,551.8827672946358,61.47836362439469,248.39329286929058,108.26416468374345
3.2177,28.0,3.8784235136940546,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25,2.734,730.7200459975548,15.38838688550855,551.8827672946358,61.47836362439469,248.39329286929058,108.26416468374345
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,2.375,730.7200459975548,15.38838688550855,551.8827672946358,61.47836362439469,248.39329286929058,108.26416468374345
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,3.5,730.7200459975548,15.38838688550855,551.8827672946358,61.47836362439469,248.39329286929058,108.26416468374345
2.8406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,3.357,731.2932600925379,14.54012543562495,552.4709692437378,61.94239476766356,249.16980466123476,108.79932374867131
4.9306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,3.134,730.9915937957026,16.541354719370453,552.1232521476074,61.98101627194966,248.142051336645,106.84729832504085
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,2.685,730.1475075207511,16.23988565931038,551.2954056488293,61.02353181517396,247.61750651567434,107.73343533381002
3.1691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,2.594,730.7200459975548,15.38838688550855,551.8827672946358,61.47836362439469,248.39329286929058,108.26416468374345
3.9,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,2.757,730.9915937957026,16.541354719370453,552.1232521476074,61.98101627194966,248.142051336645,106.84729832504085
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865338,37.82,-122.25,2.25,731.5633971402972,15.706324436839463,552.7096568511517,62.42881239502064,248.91609900231578,107.38233471444036
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,2.625,731.5633971402972,15.706324436839463,552.7096568511517,62.42881239502064,248.91609900231578,107.38233471444036
2.6429,32.0,3.7270058708414875,1.0743639921722115,1806.0,1.7671232876712328,37.82,-122.25,2.185,731.5633971402972,15.706324436839463,552.7096568511517,62.42881239502064,248.91609900231578,107.38233471444036
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,2.55,731.5633971402972,15.706324436839463,552.7096568511517,62.42881239502064,248.91609900231578,107.38233471444036
3.1484,52.0,4.578034682080925,1.0770712909441233,939.0,1.8092485549132948,37.83,-122.25,2.241,732.4074622061872,16.09495764309415,553.5375423656867,63.38451610226399,249.4427642302139,106.50481227396993
3.4722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,2.431,732.4074622061872,16.09495764309415,553.5375423656867,63.38451610226399,249.4427642302139,106.50481227396993
3.1429,52.0,4.3951890034364265,0.9862542955326461,534.0,1.8350515463917525,37.83,-122.25,2.316,732.4074622061872,16.09495764309415,553.5375423656867,63.38451610226399,249.4427642302139,106.50481227396993
2.4234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25,2.185,732.4074622061872,16.09495764309415,553.5375423656867,63.38451610226399,249.4427642302139,106.50481227396993
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,2.341,732.4074622061872,16.09495764309415,553.5375423656867,63.38451610226399,249.4427642302139,106.50481227396993
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,3.276,732.1122436814112,18.145637087533984,553.1982716501901,63.48600069234953,248.43291016021826,104.54857639768912
5.2868,47.0,6.546391752577319,0.9360824742268041,1098.0,2.263917525773196,37.84,-122.23,3.476,732.1122436814112,18.145637087533984,553.1982716501901,63.48600069234953,248.43291016021826,104.54857639768912
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,3.661,731.8363928682288,16.910700842070103,552.9520928076819,62.94357920784798,248.67045993080873,105.96541892020224
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,3.35,733.528119552689,17.835390348575256,554.6127387775997,64.88303523827196,249.73877015762784,104.21486474200675
6.3434,52.0,6.947890818858561,1.0198511166253101,1061.0,2.632754342431762,37.85,-122.23,3.736,732.9591929246873,18.61615936308318,554.0300393547213,64.46451014113424,248.97073353561728,103.67106946335628
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,3.895,732.6819022726763,17.34358807402143,553.7819231651729,63.91099116247876,249.2027077199665,105.0879043065627
7.2354,52.0,7.11716621253406,0.9945504087193461,901.0,2.455040871934605,37.85,-122.24,3.911,733.528119552689,17.835390348575256,554.6127387775997,64.88303523827196,249.73877015762784,104.21486474200675
5.457,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22,3.373,732.3909459567648,19.40528342491484,553.4481878490459,64.05536943237256,248.203471701134,103.13180717924634
7.5,50.0,6.127348643006263,0.9874739039665971,1031.0,2.152400835073069,37.84,-122.22,2.952,731.5432645453491,18.95446774137769,552.6154675137697,63.07045636079694,247.66387856671216,104.0137905667779
6.0194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21,2.923,730.974966456937,19.769247660878666,552.0335134458916,62.664546092005665,246.8956201055977,103.48361723820659
7.5544,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21,4.115,730.1272571474892,19.39090268571002,551.2008197405262,61.67741402712576,246.35807562275565,104.37440202239874
6.0666,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2,3.115,730.4073510116644,20.5892705578903,551.4524121439529,62.26845829600444,246.12814202522108,102.95812767318603
7.0548,34.0,6.125,0.9879032258064516,1140.0,2.2983870967741935,37.84,-122.21,3.259,730.974966456937,19.769247660878666,552.0335134458916,62.664546092005665,246.8956201055977,103.48361723820659
11.6017,18.0,8.335051546391753,1.0824742268041236,533.0,2.747422680412371,37.84,-122.19,3.926,729.8404198080603,21.413934109981884,550.8721663127645,61.88238158840138,245.36145165718239,102.43739395907775
7.4882,35.0,6.467268623024831,1.0383747178329572,1072.0,2.419864559819413,37.84,-122.2,3.193,730.4073510116644,20.5892705578903,551.4524121439529,62.26845829600444,246.12814202522108,102.95812767318603
6.8976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.1240208877284594,37.83,-122.21,3.333,730.1272571474892,19.39090268571002,551.2008197405262,61.67741402712576,246.35807562275565,104.37440202239874
8.2049,28.0,6.978947368421053,0.968421052631579,463.0,2.4368421052631577,37.83,-122.19,3.352,728.9912428774526,21.06536745206154,550.0375610205098,60.882461008217234,244.82033126811618,103.3370556617357
8.401,26.0,7.530805687203792,1.0568720379146919,542.0,2.5687203791469195,37.83,-122.2,3.512,729.5589079911272,20.226381297270656,550.6187629094293,61.274891101247604,245.58881410116345,103.85334865173625
6.8538,29.0,6.657992565055762,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19,3.689,728.9912428774526,21.06536745206154,550.0375610205098,60.882461008217234,244.82033126811618,103.3370556617357
8.317,32.0,6.977186311787072,1.0038022813688212,635.0,2.414448669201521,37.82,-122.19,3.659,728.1427705838819,20.770548663937216,549.2039362777404,59.88649107673548,244.28307181711781,104.24081375661348
7.0175,37.0,6.982954545454546,1.0284090909090908,420.0,2.3863636363636362,37.82,-122.2,3.667,728.7111707554325,19.919030936521157,549.7860960747382,60.28545850452269,245.05334286629588,104.7527220855619
